transaction_id,customer_id,amount,time,location,is_fraud
TRANS_1146,CUST_184,1399.98,7,Loja Física,0
TRANS_1000,CUST_239,994.5,0,Online,0
TRANS_206,CUST_36,4322.47,15,Online,0
TRANS_387,CUST_422,614.94,5,Online,1
TRANS_1746,CUST_161,224.28,5,Loja Física,1
TRANS_127,CUST_157,4404.95,13,Online,1
TRANS_631,CUST_451,2580.82,13,Loja Física,1
TRANS_1759,CUST_303,4974.12,23,Online,1
TRANS_1429,CUST_295,2011.89,18,Loja Física,0
TRANS_246,CUST_411,1214.01,5,Online,0
TRANS_1594,CUST_425,1889.7,3,Online,0
TRANS_573,CUST_196,1778.21,10,Online,0
TRANS_1890,CUST_36,1629.85,18,Online,1
TRANS_1999,CUST_273,3163.25,23,Online,1
TRANS_742,CUST_249,4460.96,5,Online,0
TRANS_1692,CUST_366,3902.98,2,Online,0
TRANS_731,CUST_391,4222.56,23,Online,1
TRANS_60,CUST_21,4713.95,8,Online,1
TRANS_1102,CUST_166,2800.98,12,Online,0
TRANS_228,CUST_128,325.72,19,Loja Física,0
TRANS_1414,CUST_165,2205.0,20,Online,0
TRANS_604,CUST_127,4636.25,17,Loja Física,0
TRANS_334,CUST_308,3666.9,6,Online,0
TRANS_642,CUST_69,4340.94,21,Online,0
TRANS_253,CUST_172,53.81,21,Loja Física,0
TRANS_1201,CUST_180,245.47,19,Online,0
TRANS_103,CUST_270,1104.82,19,Loja Física,1
TRANS_29,CUST_192,3139.39,1,Online,1
TRANS_1347,CUST_142,3945.98,16,Online,0
TRANS_123,CUST_188,3402.3,14,Online,0
TRANS_29,CUST_192,3139.39,1,Online,1
TRANS_1156,CUST_122,4356.67,13,Online,0
TRANS_193,CUST_231,4718.36,23,Online,1
TRANS_1932,CUST_305,1681.37,23,Online,0
TRANS_1632,CUST_49,1082.62,14,Online,0
TRANS_1304,CUST_31,576.87,8,Online,0
TRANS_506,CUST_474,909.84,21,Online,0
TRANS_1759,CUST_303,4974.12,23,Online,1
TRANS_1284,CUST_289,4964.12,3,Online,0
TRANS_1184,CUST_121,3634.72,3,Online,0
TRANS_432,CUST_230,537.43,2,Online,1
TRANS_389,CUST_340,4669.71,14,Online,0
TRANS_150,CUST_231,4815.15,2,Online,0
TRANS_761,CUST_224,3688.48,16,Loja Física,1
TRANS_1118,CUST_273,2473.59,8,Online,0
TRANS_834,CUST_401,4923.43,7,Online,1
TRANS_25,CUST_492,1756.81,9,Online,0
TRANS_60,CUST_21,4713.95,8,Online,1
TRANS_1753,CUST_36,3966.75,2,Loja Física,1
TRANS_1505,CUST_332,4171.55,9,Loja Física,0
TRANS_740,CUST_217,2299.94,3,Online,0
TRANS_452,CUST_35,2724.72,12,Online,0
TRANS_731,CUST_391,4222.56,23,Online,1
TRANS_494,CUST_174,2431.93,22,Loja Física,0
TRANS_1133,CUST_111,4208.03,0,Online,0
TRANS_97,CUST_218,2045.22,16,Loja Física,0
TRANS_302,CUST_123,1146.13,14,Online,0
TRANS_224,CUST_340,3429.4,23,Online,1
TRANS_1588,CUST_137,4214.35,11,Online,0
TRANS_1966,CUST_288,790.58,11,Online,0
TRANS_1286,CUST_150,1377.28,16,Online,1
TRANS_357,CUST_112,658.71,23,Online,1
TRANS_913,CUST_80,3539.87,21,Online,0
TRANS_570,CUST_108,963.38,18,Online,0
TRANS_1721,CUST_495,3372.28,7,Loja Física,1
TRANS_1973,CUST_469,3126.25,7,Online,0
TRANS_1358,CUST_390,3529.4,2,Online,0
TRANS_1673,CUST_194,89.65,10,Online,1
TRANS_95,CUST_191,2756.53,15,Online,1
TRANS_1411,CUST_286,2710.82,18,Online,1
TRANS_1708,CUST_472,4814.03,10,Loja Física,0
TRANS_965,CUST_411,3286.49,18,Online,1
TRANS_1428,CUST_328,2447.04,12,Online,0
TRANS_1567,CUST_257,2485.99,3,Loja Física,0
TRANS_5,CUST_107,3482.96,23,Online,1
TRANS_1207,CUST_14,930.72,23,Online,1
TRANS_636,CUST_485,1046.51,0,Online,1
TRANS_1002,CUST_267,2322.34,7,Online,0
TRANS_30,CUST_444,4369.02,23,Loja Física,1
TRANS_824,CUST_221,4595.04,23,Online,1
TRANS_880,CUST_141,1531.49,16,Online,1
TRANS_785,CUST_445,4839.46,12,Loja Física,1
TRANS_943,CUST_272,2592.8,22,Loja Física,0
TRANS_880,CUST_141,1531.49,16,Online,1
TRANS_729,CUST_115,2742.06,13,Online,0
TRANS_444,CUST_367,1638.53,3,Online,0
TRANS_841,CUST_170,1071.49,2,Loja Física,0
TRANS_880,CUST_141,1531.49,16,Online,1
TRANS_1369,CUST_84,3186.33,12,Loja Física,0
TRANS_1866,CUST_371,2697.78,15,Online,1
TRANS_743,CUST_164,4776.9,23,Loja Física,1
TRANS_1746,CUST_161,224.28,5,Loja Física,1
TRANS_1003,CUST_341,4860.17,23,Loja Física,1
TRANS_292,CUST_172,4359.56,14,Online,0
TRANS_1707,CUST_323,2724.69,12,Online,0
TRANS_557,CUST_180,2024.57,23,Loja Física,0
TRANS_558,CUST_170,2143.86,17,Loja Física,0
TRANS_1827,CUST_17,199.46,9,Online,0
TRANS_377,CUST_152,4029.32,10,Loja Física,0
TRANS_1590,CUST_436,3945.72,23,Online,1
TRANS_1890,CUST_36,1629.85,18,Online,1
TRANS_1759,CUST_303,4974.12,23,Online,1
TRANS_478,CUST_253,3041.49,5,Loja Física,1
TRANS_693,CUST_178,509.72,13,Online,0
TRANS_1204,CUST_127,3340.68,15,Online,1
TRANS_756,CUST_487,3185.17,23,Loja Física,1
TRANS_110,CUST_252,4124.28,23,Online,1
TRANS_711,CUST_397,3669.4,17,Online,1
TRANS_1328,CUST_392,2672.17,9,Online,1
TRANS_1624,CUST_285,3839.0,13,Loja Física,0
TRANS_1845,CUST_268,2384.3,0,Online,0
TRANS_186,CUST_346,416.49,10,Online,0
TRANS_631,CUST_451,2580.82,13,Loja Física,1
TRANS_1025,CUST_133,3346.77,7,Online,0
TRANS_1006,CUST_217,574.91,3,Online,0
TRANS_496,CUST_114,1427.94,5,Online,0
TRANS_1727,CUST_78,4451.25,12,Online,0
TRANS_350,CUST_478,821.8,2,Online,0
TRANS_1580,CUST_55,4197.5,9,Online,0
TRANS_1242,CUST_231,2440.9,23,Online,1
TRANS_395,CUST_153,4825.77,12,Loja Física,0
TRANS_676,CUST_257,3205.93,23,Online,1
TRANS_1152,CUST_93,170.78,16,Loja Física,1
TRANS_1746,CUST_161,224.28,5,Loja Física,1
TRANS_1702,CUST_349,293.93,3,Online,1
TRANS_822,CUST_163,4307.54,5,Loja Física,0
TRANS_432,CUST_230,537.43,2,Online,1
TRANS_155,CUST_328,4686.46,23,Online,1
TRANS_1590,CUST_436,3945.72,23,Online,1
TRANS_534,CUST_142,4113.96,11,Online,0
TRANS_1754,CUST_285,4269.66,7,Online,0
TRANS_467,CUST_280,2320.15,16,Loja Física,0
TRANS_393,CUST_473,745.97,19,Online,0
TRANS_1440,CUST_481,1142.61,3,Online,0
TRANS_296,CUST_416,914.68,8,Online,0
TRANS_1899,CUST_365,1969.01,21,Online,1
TRANS_95,CUST_191,2756.53,15,Online,1
TRANS_224,CUST_340,3429.4,23,Online,1
TRANS_438,CUST_27,4354.41,5,Online,0
TRANS_1791,CUST_128,1147.24,22,Online,0
TRANS_1291,CUST_4,3571.59,23,Loja Física,1
TRANS_897,CUST_191,2407.46,22,Online,0
TRANS_478,CUST_253,3041.49,5,Loja Física,1
TRANS_1759,CUST_303,4974.12,23,Online,1
TRANS_1995,CUST_402,1872.74,5,Online,1
TRANS_756,CUST_487,3185.17,23,Loja Física,1
TRANS_1746,CUST_161,224.28,5,Loja Física,1
TRANS_631,CUST_451,2580.82,13,Loja Física,1
TRANS_1399,CUST_296,4442.58,13,Online,0
TRANS_337,CUST_424,4545.62,6,Loja Física,1
TRANS_909,CUST_173,389.91,19,Loja Física,0
TRANS_1661,CUST_429,2977.68,4,Online,1
TRANS_87,CUST_388,4387.92,0,Online,0
TRANS_1005,CUST_63,1750.78,17,Online,0
TRANS_218,CUST_441,4604.63,2,Online,0
TRANS_1954,CUST_200,2734.42,20,Online,0
TRANS_95,CUST_191,2756.53,15,Online,1
TRANS_853,CUST_496,3806.8,12,Loja Física,0
TRANS_432,CUST_230,537.43,2,Online,1
TRANS_5,CUST_107,3482.96,23,Online,1
TRANS_1683,CUST_264,1861.84,0,Online,0
TRANS_251,CUST_307,3513.81,21,Loja Física,0
TRANS_1345,CUST_1,1380.53,6,Online,0
TRANS_1911,CUST_61,3009.76,19,Online,0
TRANS_1328,CUST_392,2672.17,9,Online,1
TRANS_1866,CUST_371,2697.78,15,Online,1
TRANS_996,CUST_374,3655.45,9,Loja Física,1
TRANS_1710,CUST_443,1831.58,12,Loja Física,1
TRANS_756,CUST_487,3185.17,23,Loja Física,1
TRANS_1551,CUST_328,4443.85,15,Online,0
TRANS_1769,CUST_20,954.59,18,Online,1
TRANS_1212,CUST_216,2916.12,0,Online,0
TRANS_1649,CUST_141,2581.73,21,Online,1
TRANS_210,CUST_187,4343.77,20,Loja Física,0
TRANS_116,CUST_338,3988.14,19,Online,0
TRANS_29,CUST_192,3139.39,1,Online,1
TRANS_1761,CUST_404,4905.81,10,Online,0
TRANS_725,CUST_410,4008.68,23,Online,1
TRANS_110,CUST_252,4124.28,23,Online,1
TRANS_1564,CUST_214,718.67,1,Online,0
TRANS_1557,CUST_378,3414.67,11,Online,0
TRANS_151,CUST_41,1712.65,9,Online,1
TRANS_337,CUST_424,4545.62,6,Loja Física,1
TRANS_1579,CUST_438,318.13,20,Loja Física,1
TRANS_761,CUST_224,3688.48,16,Loja Física,1
TRANS_1750,CUST_112,254.65,16,Online,0
TRANS_168,CUST_475,3749.51,21,Loja Física,1
TRANS_1830,CUST_486,4334.52,15,Loja Física,0
TRANS_1481,CUST_86,4417.91,23,Online,1
TRANS_1590,CUST_436,3945.72,23,Online,1
TRANS_1648,CUST_224,562.0,13,Loja Física,1
TRANS_1792,CUST_224,3173.65,17,Loja Física,1
TRANS_1057,CUST_250,3285.62,19,Online,0
TRANS_498,CUST_431,4016.11,19,Online,0
TRANS_1434,CUST_125,3105.2,21,Online,0
TRANS_30,CUST_444,4369.02,23,Loja Física,1
TRANS_224,CUST_340,3429.4,23,Online,1
TRANS_711,CUST_397,3669.4,17,Online,1
TRANS_1310,CUST_6,3757.13,16,Online,0
TRANS_761,CUST_224,3688.48,16,Loja Física,1
TRANS_1604,CUST_210,3566.67,17,Online,0
TRANS_232,CUST_190,1555.26,13,Online,0
TRANS_1101,CUST_249,67.97,23,Online,0
TRANS_1016,CUST_385,343.0,13,Online,1
TRANS_956,CUST_186,3641.06,2,Online,0
TRANS_1587,CUST_309,1355.61,1,Online,0
TRANS_1596,CUST_63,451.0,13,Loja Física,0
TRANS_791,CUST_284,611.33,17,Online,0
TRANS_471,CUST_181,2398.51,18,Online,1
TRANS_148,CUST_261,3806.33,23,Online,1
TRANS_824,CUST_221,4595.04,23,Online,1
TRANS_1277,CUST_443,3087.25,15,Online,0
TRANS_545,CUST_342,483.09,19,Loja Física,0
TRANS_638,CUST_185,586.25,10,Online,0
TRANS_1152,CUST_93,170.78,16,Loja Física,1
TRANS_1044,CUST_205,4398.51,19,Loja Física,0
TRANS_1412,CUST_291,3810.7,12,Loja Física,0
TRANS_1710,CUST_443,1831.58,12,Loja Física,1
TRANS_554,CUST_58,4938.99,21,Loja Física,0
TRANS_756,CUST_487,3185.17,23,Loja Física,1
TRANS_817,CUST_423,991.37,21,Loja Física,0
TRANS_636,CUST_485,1046.51,0,Online,1
TRANS_1328,CUST_392,2672.17,9,Online,1
TRANS_453,CUST_192,33.76,10,Online,0
TRANS_137,CUST_136,2539.8,10,Online,0
TRANS_1981,CUST_137,1441.73,12,Loja Física,0
TRANS_60,CUST_21,4713.95,8,Online,1
TRANS_1717,CUST_67,739.08,10,Online,0
TRANS_871,CUST_167,31.12,12,Online,0
TRANS_112,CUST_296,3391.69,10,Online,0
TRANS_431,CUST_38,3257.91,16,Online,1
TRANS_1360,CUST_10,1875.89,15,Loja Física,0
TRANS_919,CUST_164,2172.93,1,Online,1
TRANS_60,CUST_21,4713.95,8,Online,1
TRANS_1578,CUST_319,3536.35,23,Loja Física,1
TRANS_1170,CUST_233,4884.12,2,Loja Física,0
TRANS_1575,CUST_471,2558.09,4,Loja Física,0
TRANS_1309,CUST_223,2097.64,17,Online,1
TRANS_834,CUST_401,4923.43,7,Online,1
TRANS_1286,CUST_150,1377.28,16,Online,1
TRANS_1309,CUST_223,2097.64,17,Online,1
TRANS_151,CUST_41,1712.65,9,Online,1
TRANS_1014,CUST_105,4301.4,23,Loja Física,1
TRANS_1045,CUST_260,4353.54,11,Online,0
TRANS_490,CUST_54,306.04,20,Online,0
TRANS_1721,CUST_495,3372.28,7,Loja Física,1
TRANS_519,CUST_355,3167.59,23,Loja Física,1
TRANS_1851,CUST_401,4275.88,23,Online,1
TRANS_410,CUST_289,4849.71,22,Online,0
TRANS_1016,CUST_385,343.0,13,Online,1
TRANS_1917,CUST_291,2546.91,2,Online,0
TRANS_367,CUST_37,1247.33,8,Online,1
TRANS_1074,CUST_112,3967.34,16,Online,0
TRANS_1474,CUST_97,1006.37,18,Online,1
TRANS_55,CUST_320,2339.67,9,Online,1
TRANS_704,CUST_65,657.9,10,Online,0
TRANS_1937,CUST_311,2812.55,9,Online,0
TRANS_1533,CUST_141,369.14,9,Online,0
TRANS_1759,CUST_303,4974.12,23,Online,1
TRANS_1706,CUST_247,4956.68,5,Loja Física,0
TRANS_1064,CUST_268,1439.25,5,Online,1
TRANS_95,CUST_191,2756.53,15,Online,1
TRANS_1323,CUST_62,4369.12,23,Online,1
TRANS_1590,CUST_436,3945.72,23,Online,1
TRANS_898,CUST_369,3213.42,16,Loja Física,0
TRANS_580,CUST_355,4401.0,22,Loja Física,0
TRANS_743,CUST_164,4776.9,23,Loja Física,1
TRANS_1673,CUST_194,89.65,10,Online,1
TRANS_1759,CUST_303,4974.12,23,Online,1
TRANS_1267,CUST_236,188.42,5,Loja Física,0
TRANS_1169,CUST_133,1905.1,23,Online,0
TRANS_358,CUST_500,4849.26,23,Loja Física,1
TRANS_1678,CUST_166,92.67,13,Online,0
TRANS_1207,CUST_14,930.72,23,Online,1
TRANS_1743,CUST_7,2301.03,1,Online,0
TRANS_82,CUST_206,1122.97,6,Online,1
TRANS_151,CUST_41,1712.65,9,Online,1
TRANS_1113,CUST_388,1575.18,11,Online,0
TRANS_568,CUST_60,432.86,20,Loja Física,1
TRANS_1601,CUST_294,3520.77,12,Online,0
TRANS_954,CUST_90,671.73,8,Online,0
TRANS_1537,CUST_473,1408.62,23,Online,0
TRANS_257,CUST_374,1756.38,16,Loja Física,0
TRANS_1489,CUST_294,3614.92,23,Online,1
TRANS_1691,CUST_467,3917.08,0,Online,0
TRANS_1200,CUST_253,3717.25,18,Online,0
TRANS_1851,CUST_401,4275.88,23,Online,1
TRANS_1769,CUST_20,954.59,18,Online,1
TRANS_181,CUST_359,2259.68,4,Online,0
TRANS_478,CUST_253,3041.49,5,Loja Física,1
TRANS_1883,CUST_152,4834.39,12,Online,0
TRANS_272,CUST_113,264.6,22,Loja Física,0
TRANS_756,CUST_487,3185.17,23,Loja Física,1
TRANS_168,CUST_475,3749.51,21,Loja Física,1
TRANS_1579,CUST_438,318.13,20,Loja Física,1
TRANS_988,CUST_312,114.01,22,Online,0
TRANS_151,CUST_41,1712.65,9,Online,1
TRANS_134,CUST_344,808.0,17,Online,1
TRANS_581,CUST_311,3256.13,23,Online,1
TRANS_1661,CUST_429,2977.68,4,Online,1
TRANS_1920,CUST_229,4138.39,17,Online,0
TRANS_1753,CUST_36,3966.75,2,Loja Física,1
TRANS_1016,CUST_385,343.0,13,Online,1
TRANS_1157,CUST_51,3831.49,12,Online,0
TRANS_1578,CUST_319,3536.35,23,Loja Física,1
TRANS_1848,CUST_455,2957.7,8,Loja Física,0
TRANS_1252,CUST_68,2365.1,17,Online,0
TRANS_633,CUST_154,2487.33,19,Loja Física,0
TRANS_720,CUST_215,2678.87,4,Loja Física,0
TRANS_46,CUST_271,1924.71,2,Loja Física,0
TRANS_1548,CUST_133,1792.28,17,Online,0
TRANS_478,CUST_253,3041.49,5,Loja Física,1
TRANS_1714,CUST_249,3113.96,20,Online,0
TRANS_1673,CUST_194,89.65,10,Online,1
TRANS_263,CUST_113,3448.88,8,Online,0
TRANS_1191,CUST_48,2705.79,22,Loja Física,0
TRANS_1417,CUST_379,977.15,19,Online,0
TRANS_965,CUST_411,3286.49,18,Online,1
TRANS_1590,CUST_436,3945.72,23,Online,1
TRANS_1492,CUST_303,1500.48,22,Loja Física,0
TRANS_281,CUST_220,4474.61,11,Loja Física,0
TRANS_1519,CUST_11,334.72,2,Online,0
TRANS_568,CUST_60,432.86,20,Loja Física,1
TRANS_1323,CUST_62,4369.12,23,Online,1
TRANS_887,CUST_456,2967.26,6,Loja Física,0
TRANS_1309,CUST_223,2097.64,17,Online,1
TRANS_1995,CUST_402,1872.74,5,Online,1
TRANS_148,CUST_261,3806.33,23,Online,1
TRANS_1919,CUST_498,4664.96,10,Online,0
TRANS_365,CUST_140,4145.27,18,Online,0
TRANS_151,CUST_41,1712.65,9,Online,1
TRANS_798,CUST_144,3994.58,18,Online,0
TRANS_358,CUST_500,4849.26,23,Loja Física,1
TRANS_514,CUST_39,4814.82,17,Online,0
TRANS_1583,CUST_399,3705.82,4,Online,0
TRANS_432,CUST_230,537.43,2,Online,1
TRANS_1324,CUST_441,3621.25,15,Online,1
TRANS_835,CUST_253,4687.25,22,Online,0
TRANS_110,CUST_252,4124.28,23,Online,1
TRANS_996,CUST_374,3655.45,9,Loja Física,1
TRANS_1579,CUST_438,318.13,20,Loja Física,1
TRANS_834,CUST_401,4923.43,7,Online,1
TRANS_1016,CUST_385,343.0,13,Online,1
TRANS_55,CUST_320,2339.67,9,Online,1
TRANS_387,CUST_422,614.94,5,Online,1
TRANS_1542,CUST_171,1610.87,4,Loja Física,0
TRANS_134,CUST_344,808.0,17,Online,1
TRANS_731,CUST_391,4222.56,23,Online,1
TRANS_1792,CUST_224,3173.65,17,Loja Física,1
TRANS_1348,CUST_320,2234.87,1,Online,0
TRANS_1909,CUST_129,216.9,14,Loja Física,0
TRANS_1194,CUST_26,66.96,10,Online,0
TRANS_667,CUST_100,680.16,19,Online,0
TRANS_373,CUST_304,3683.33,8,Online,0
TRANS_1758,CUST_385,4757.39,14,Loja Física,0
TRANS_103,CUST_270,1104.82,19,Loja Física,1
TRANS_959,CUST_28,3648.89,23,Loja Física,1
TRANS_1042,CUST_51,1028.38,22,Online,0
TRANS_1504,CUST_324,3690.66,20,Online,0
TRANS_919,CUST_164,2172.93,1,Online,1
TRANS_1854,CUST_476,349.69,17,Online,0
TRANS_969,CUST_417,1414.52,18,Online,0
TRANS_1648,CUST_224,562.0,13,Loja Física,1
TRANS_673,CUST_147,2533.18,15,Loja Física,0
TRANS_1064,CUST_268,1439.25,5,Online,1
TRANS_479,CUST_469,3825.59,2,Online,0
TRANS_658,CUST_289,3033.23,11,Online,0
TRANS_193,CUST_231,4718.36,23,Online,1
TRANS_1985,CUST_498,1673.58,12,Loja Física,0
TRANS_1509,CUST_95,3845.77,23,Online,1
TRANS_1914,CUST_42,3796.23,11,Online,0
TRANS_1913,CUST_104,3573.55,20,Online,0
TRANS_756,CUST_487,3185.17,23,Loja Física,1
TRANS_1890,CUST_36,1629.85,18,Online,1
TRANS_520,CUST_306,4757.26,7,Online,1
TRANS_1291,CUST_4,3571.59,23,Loja Física,1
TRANS_380,CUST_161,1033.18,7,Online,0
TRANS_1305,CUST_40,1922.28,11,Online,0
TRANS_654,CUST_432,666.96,3,Online,0
TRANS_1590,CUST_436,3945.72,23,Online,1
TRANS_1639,CUST_118,1581.56,7,Online,0
TRANS_1014,CUST_105,4301.4,23,Loja Física,1
TRANS_1227,CUST_493,2154.98,12,Online,1
TRANS_1866,CUST_371,2697.78,15,Online,1
TRANS_1673,CUST_194,89.65,10,Online,1
TRANS_64,CUST_388,1157.2,0,Online,0
TRANS_1936,CUST_57,3636.65,5,Online,0
TRANS_375,CUST_131,2375.78,14,Loja Física,1
TRANS_1899,CUST_365,1969.01,21,Online,1
TRANS_1330,CUST_435,63.47,22,Online,0
TRANS_375,CUST_131,2375.78,14,Loja Física,1
TRANS_354,CUST_252,3285.4,15,Online,1
TRANS_519,CUST_355,3167.59,23,Loja Física,1
TRANS_919,CUST_164,2172.93,1,Online,1
TRANS_1818,CUST_326,2822.55,5,Online,0
TRANS_1753,CUST_36,3966.75,2,Loja Física,1
TRANS_1935,CUST_330,3507.34,11,Loja Física,0
TRANS_599,CUST_229,2254.6,10,Loja Física,0
TRANS_754,CUST_466,3298.47,7,Loja Física,0
TRANS_824,CUST_221,4595.04,23,Online,1
TRANS_456,CUST_172,1983.88,7,Online,0
TRANS_1160,CUST_5,1305.13,13,Online,0
TRANS_1454,CUST_134,2316.06,17,Online,0
TRANS_689,CUST_475,1199.7,22,Online,0
TRANS_80,CUST_431,4080.09,12,Loja Física,0
TRANS_1291,CUST_4,3571.59,23,Loja Física,1
TRANS_1803,CUST_359,1447.98,2,Online,0
TRANS_1643,CUST_189,1000.08,0,Online,0
TRANS_1069,CUST_478,1982.87,13,Loja Física,0
TRANS_661,CUST_357,2515.32,21,Online,0
TRANS_1572,CUST_110,3744.48,1,Loja Física,0
TRANS_965,CUST_411,3286.49,18,Online,1
TRANS_592,CUST_120,2813.67,3,Loja Física,0
TRANS_1770,CUST_261,3964.01,20,Online,0
TRANS_965,CUST_411,3286.49,18,Online,1
TRANS_1753,CUST_36,3966.75,2,Loja Física,1
TRANS_95,CUST_191,2756.53,15,Online,1
TRANS_1016,CUST_385,343.0,13,Online,1
TRANS_1061,CUST_259,4822.56,20,Online,0
TRANS_478,CUST_253,3041.49,5,Loja Física,1
TRANS_743,CUST_164,4776.9,23,Loja Física,1
TRANS_478,CUST_253,3041.49,5,Loja Física,1
TRANS_1476,CUST_411,4270.54,1,Online,0
TRANS_29,CUST_192,3139.39,1,Online,1
TRANS_193,CUST_231,4718.36,23,Online,1
TRANS_1702,CUST_349,293.93,3,Online,1
TRANS_1286,CUST_150,1377.28,16,Online,1
TRANS_1064,CUST_268,1439.25,5,Online,1
TRANS_473,CUST_99,1709.53,17,Online,0
TRANS_544,CUST_447,1087.62,2,Online,0
TRANS_1167,CUST_326,4323.5,16,Online,0
TRANS_628,CUST_278,1987.92,14,Loja Física,0
TRANS_1873,CUST_164,2085.75,10,Loja Física,0
TRANS_691,CUST_152,611.32,14,Loja Física,0
TRANS_29,CUST_192,3139.39,1,Online,1
TRANS_744,CUST_394,3935.58,23,Online,1
TRANS_996,CUST_374,3655.45,9,Loja Física,1
TRANS_1769,CUST_20,954.59,18,Online,1
TRANS_834,CUST_401,4923.43,7,Online,1
TRANS_1538,CUST_481,4018.4,8,Loja Física,0
TRANS_1489,CUST_294,3614.92,23,Online,1
TRANS_702,CUST_268,2637.57,18,Online,0
TRANS_671,CUST_394,2165.33,10,Online,0
TRANS_1324,CUST_441,3621.25,15,Online,1
TRANS_1325,CUST_194,607.19,14,Online,0
TRANS_1655,CUST_211,101.54,4,Online,0
TRANS_516,CUST_170,4030.93,5,Online,0
TRANS_1888,CUST_289,2116.03,23,Online,0
TRANS_1207,CUST_14,930.72,23,Online,1
TRANS_1152,CUST_93,170.78,16,Loja Física,1
TRANS_1545,CUST_356,3204.18,12,Online,0
TRANS_581,CUST_311,3256.13,23,Online,1
TRANS_375,CUST_131,2375.78,14,Loja Física,1
TRANS_478,CUST_253,3041.49,5,Loja Física,1
TRANS_910,CUST_317,297.46,0,Online,0
TRANS_1298,CUST_152,3183.82,15,Online,0
TRANS_1261,CUST_470,1407.01,5,Online,0
TRANS_95,CUST_191,2756.53,15,Online,1
TRANS_566,CUST_264,1374.43,15,Online,0
TRANS_519,CUST_355,3167.59,23,Loja Física,1
TRANS_54,CUST_244,4723.94,14,Loja Física,0
TRANS_1648,CUST_224,562.0,13,Loja Física,1
TRANS_912,CUST_149,3925.56,8,Loja Física,0
TRANS_478,CUST_253,3041.49,5,Loja Física,1
TRANS_1138,CUST_95,3382.51,20,Online,0
TRANS_768,CUST_217,360.93,23,Online,0
TRANS_1987,CUST_215,2025.61,15,Loja Física,0
TRANS_1695,CUST_481,1518.06,11,Loja Física,1
TRANS_824,CUST_221,4595.04,23,Online,1
TRANS_1866,CUST_371,2697.78,15,Online,1
TRANS_571,CUST_5,1620.24,3,Online,1
TRANS_1579,CUST_438,318.13,20,Loja Física,1
TRANS_432,CUST_230,537.43,2,Online,1
TRANS_1120,CUST_472,1679.36,20,Loja Física,1
TRANS_834,CUST_401,4923.43,7,Online,1
TRANS_519,CUST_355,3167.59,23,Loja Física,1
TRANS_431,CUST_38,3257.91,16,Online,1
TRANS_631,CUST_451,2580.82,13,Loja Física,1
TRANS_1710,CUST_443,1831.58,12,Loja Física,1
TRANS_155,CUST_328,4686.46,23,Online,1
TRANS_30,CUST_444,4369.02,23,Loja Física,1
TRANS_358,CUST_500,4849.26,23,Loja Física,1
TRANS_1463,CUST_111,1935.77,1,Online,0
TRANS_1478,CUST_289,4235.61,9,Online,0
TRANS_1266,CUST_369,1099.25,22,Loja Física,0
TRANS_756,CUST_487,3185.17,23,Loja Física,1
TRANS_1558,CUST_393,1213.45,8,Loja Física,0
TRANS_1931,CUST_443,1729.98,1,Online,0
TRANS_1702,CUST_349,293.93,3,Online,1
TRANS_1559,CUST_51,3571.19,9,Online,1
TRANS_318,CUST_187,4938.31,14,Online,0
TRANS_904,CUST_134,3383.96,19,Online,1
TRANS_1341,CUST_20,4228.79,20,Online,0
TRANS_631,CUST_451,2580.82,13,Loja Física,1
TRANS_1021,CUST_476,2426.06,21,Loja Física,0
TRANS_2000,CUST_14,998.97,16,Online,0
TRANS_1753,CUST_36,3966.75,2,Loja Física,1
TRANS_1842,CUST_219,4463.33,10,Online,0
TRANS_1227,CUST_493,2154.98,12,Online,1
TRANS_1452,CUST_435,4720.49,3,Online,0
TRANS_1363,CUST_138,717.26,10,Loja Física,0
TRANS_1481,CUST_86,4417.91,23,Online,1
TRANS_376,CUST_404,4221.63,2,Online,0
TRANS_1446,CUST_462,657.61,5,Online,0
TRANS_1286,CUST_150,1377.28,16,Online,1
TRANS_685,CUST_497,4974.36,4,Online,0
TRANS_568,CUST_60,432.86,20,Loja Física,1
TRANS_1866,CUST_371,2697.78,15,Online,1
TRANS_712,CUST_12,3847.68,5,Online,0
TRANS_1769,CUST_20,954.59,18,Online,1
TRANS_725,CUST_410,4008.68,23,Online,1
TRANS_571,CUST_5,1620.24,3,Online,1
TRANS_1899,CUST_365,1969.01,21,Online,1
TRANS_1250,CUST_212,1275.69,5,Loja Física,0
TRANS_1648,CUST_224,562.0,13,Loja Física,1
TRANS_1514,CUST_282,447.58,7,Online,1
TRANS_1152,CUST_93,170.78,16,Loja Física,1
TRANS_148,CUST_261,3806.33,23,Online,1
TRANS_880,CUST_141,1531.49,16,Online,1
TRANS_520,CUST_306,4757.26,7,Online,1
TRANS_1435,CUST_422,1010.55,3,Online,0
TRANS_838,CUST_174,662.99,13,Online,0
TRANS_1741,CUST_432,1377.15,10,Online,1
TRANS_157,CUST_418,343.85,7,Online,0
TRANS_840,CUST_168,4089.84,9,Online,0
TRANS_345,CUST_441,4354.4,20,Online,0
TRANS_1769,CUST_20,954.59,18,Online,1
TRANS_763,CUST_268,3402.74,22,Online,0
TRANS_29,CUST_192,3139.39,1,Online,1
TRANS_1489,CUST_294,3614.92,23,Online,1
TRANS_1096,CUST_347,3175.18,4,Online,1
TRANS_1979,CUST_117,263.92,20,Online,0
